Date,apple_kg,banana_kg,guava_kg,mangoes_kg,pomegranate_kg,orange_kg,lemon_kg,grapes_kg,watermelon_kg,muskmelon_kg,onion_kg,carrot_kg,garlic_kg,coriander_kg,cucumber_kg,radish_kg,cabbage_kg,cauliflower_kg,tomato_kg,potato_kg,ginger_kg,broccoli_kg,lady_finger_kg,chillies_kg,brinjal_kg,bitter_gourd_kg,spinach_kg,pumpkin_kg,pointed_gourd_kg,beetroot_kg,capsicum_kg,green_peas_kg
2023-06-15,127.5,168.2,54.09,149.44,79.0,99.68,68.66,65.23,142.87,94.18,296.41,58.75,61.75,41.51,166.54,51.97,81.1,47.54,262.8,329.87,42.02,29.77,62.7,33.14,83.0,0.0,53.24,36.98,50.77,44.35,64.6,41.74
2023-06-16,156.07,200.66,61.48,162.28,56.81,88.74,78.31,64.92,142.98,100.11,204.75,55.36,56.76,45.32,141.67,61.07,75.07,55.25,0.0,314.22,40.12,23.65,62.28,31.57,71.85,31.8,48.47,47.47,43.15,35.8,53.64,32.94
2023-06-17,146.53,240.1,74.91,186.17,92.55,97.61,78.78,54.34,175.99,137.89,270.82,49.06,61.64,51.24,173.11,58.36,70.22,58.93,265.63,287.88,49.81,24.98,79.96,28.63,86.91,34.92,78.48,55.86,48.69,47.93,65.89,46.71
2023-06-18,150.87,204.24,63.77,185.87,103.24,92.68,84.13,60.61,138.88,95.89,298.43,58.74,58.51,44.97,176.9,59.06,93.08,54.01,305.07,302.22,44.28,28.15,74.47,35.26,74.89,40.53,48.18,55.42,50.48,50.21,62.92,38.8
2023-06-19,127.49,178.34,56.91,156.6,72.75,97.88,75.88,46.2,158.57,103.65,257.46,42.52,53.25,49.68,145.02,48.25,78.13,47.35,177.35,362.12,40.71,25.3,52.05,33.44,55.3,43.68,57.79,47.78,41.93,33.11,56.58,41.0
2023-06-20,122.54,255.14,48.76,181.81,72.36,77.61,81.34,57.41,153.22,112.05,280.59,72.26,59.07,53.97,168.17,68.52,95.6,60.46,263.95,357.35,42.91,30.5,73.6,29.37,65.15,30.88,63.03,44.87,51.38,32.62,76.63,43.31
2023-06-21,145.89,238.54,54.29,160.81,59.13,81.2,81.64,51.07,177.5,104.41,222.52,57.58,59.96,40.81,147.89,67.52,84.22,49.47,217.3,312.97,48.75,23.19,59.2,31.24,62.27,28.53,58.65,46.43,44.37,34.73,57.08,36.26
2023-06-22,120.2,230.15,60.83,142.36,67.72,97.84,75.41,55.04,173.22,83.98,223.06,61.09,59.83,40.47,149.64,68.0,79.33,49.71,257.06,280.89,49.38,23.61,56.49,30.45,73.92,39.72,49.51,38.47,47.49,34.42,47.3,46.16
2023-06-23,146.59,235.21,61.89,147.08,80.37,97.7,0.0,52.63,164.99,91.34,279.37,50.63,49.72,46.54,122.94,56.84,99.13,43.23,245.73,250.45,36.66,22.71,65.06,26.3,76.05,36.42,60.68,54.84,40.77,37.23,66.45,38.86
2023-06-24,163.57,208.49,70.48,141.93,91.54,123.78,95.99,81.31,125.58,92.22,330.29,49.74,42.77,41.15,198.38,74.34,87.46,65.83,282.49,439.15,44.68,27.63,67.78,0.0,78.34,41.32,61.25,42.59,46.47,38.69,66.54,43.06
2023-06-25,158.31,217.17,51.92,177.53,82.71,95.64,80.28,59.75,140.51,115.16,285.41,61.48,57.67,52.27,180.88,58.65,105.9,50.14,310.32,300.1,51.14,26.44,80.81,31.61,74.07,38.37,64.39,48.94,42.98,44.68,71.83,40.42
2023-06-26,136.11,222.69,56.6,163.82,79.79,82.9,54.57,52.79,162.51,110.03,308.2,53.97,60.67,53.13,127.87,51.2,60.92,44.2,219.18,283.6,39.22,23.64,67.0,35.25,85.66,38.16,58.9,47.52,50.19,38.56,54.66,42.13
2023-06-27,0.0,224.73,49.46,165.42,65.06,83.91,77.78,60.63,142.45,96.59,316.47,59.32,66.28,40.51,123.1,56.97,101.55,56.09,216.35,289.09,39.79,28.61,62.73,26.1,71.9,39.28,47.24,40.22,46.75,32.8,59.08,42.96
2023-06-28,125.48,181.01,60.47,161.95,75.84,69.89,78.15,61.66,173.19,100.97,263.31,55.18,47.71,55.69,138.98,67.01,87.84,33.4,248.48,280.19,41.81,22.62,59.26,30.06,75.21,29.94,57.07,46.08,42.27,35.76,60.12,27.85
2023-06-29,168.97,220.82,0.0,150.05,85.12,64.97,72.02,55.97,146.55,100.9,253.78,74.17,58.68,44.51,141.11,61.3,70.24,51.23,221.88,309.77,45.4,25.16,77.83,33.66,68.13,29.18,58.44,51.53,46.76,40.17,60.07,46.53
2023-06-30,140.6,214.84,51.14,153.19,77.57,88.93,62.28,61.86,156.48,120.61,246.85,65.08,50.15,45.26,146.35,56.12,97.75,47.51,196.22,0.0,43.54,28.36,75.35,28.63,59.15,31.32,53.36,50.54,46.21,37.72,59.42,38.15
2023-07-01,156.84,269.97,72.0,171.63,97.08,91.99,54.32,79.48,17.38,12.09,270.59,76.43,71.59,30.33,103.54,62.45,65.84,0.0,231.53,340.64,55.39,25.99,72.54,35.2,72.7,36.9,49.84,53.11,42.48,43.52,73.86,45.66
2023-07-02,143.61,251.85,61.63,191.44,97.45,87.66,65.1,58.58,16.36,11.9,319.78,64.54,67.81,35.76,104.2,76.75,75.32,50.35,0.0,359.5,48.0,26.52,57.57,46.68,79.85,39.14,53.33,54.22,46.68,36.54,75.11,43.11
2023-07-03,166.79,258.62,68.4,120.67,76.43,87.0,52.89,46.85,16.28,11.82,237.99,59.19,56.57,29.54,89.18,65.0,82.78,46.32,243.09,332.66,43.62,23.87,62.63,33.37,60.48,36.3,58.71,0.0,37.39,36.27,54.41,41.46
2023-07-04,133.86,207.25,63.12,145.16,45.36,89.18,66.89,69.47,15.79,8.81,232.89,67.47,57.09,27.92,62.49,68.98,90.63,39.11,257.93,341.87,42.01,21.06,71.19,31.62,76.68,38.58,50.7,41.6,38.02,31.24,66.59,43.58
2023-07-05,148.21,187.69,56.97,135.67,81.52,84.68,57.85,56.88,12.69,10.77,240.3,54.67,63.05,26.42,96.37,68.38,81.23,55.26,234.26,313.01,44.23,23.42,58.15,32.86,71.54,32.92,48.55,44.22,36.97,36.8,55.07,39.62
2023-07-06,151.48,257.78,65.45,190.03,61.46,84.94,57.0,61.15,18.44,9.85,263.61,60.71,77.86,30.1,90.59,47.08,63.25,48.26,273.71,277.2,40.18,20.9,78.6,31.81,70.57,39.49,42.7,45.66,38.76,35.52,63.66,38.26
2023-07-07,145.91,226.24,57.54,174.73,50.09,82.02,73.51,64.57,12.55,12.26,265.76,55.18,42.85,33.91,86.5,67.35,71.11,56.6,177.61,333.13,44.5,29.6,77.27,27.13,55.37,36.4,54.49,51.8,39.6,37.09,46.67,39.33
2023-07-08,134.22,240.79,71.51,163.36,62.42,104.73,49.85,65.03,14.94,13.25,317.75,68.45,60.25,31.6,88.04,72.97,82.16,71.74,323.21,415.63,43.79,25.67,68.09,35.07,79.77,41.56,57.45,64.55,61.37,36.21,73.94,46.55
2023-07-09,173.92,218.16,60.45,145.17,92.08,90.17,67.23,61.0,17.49,11.03,292.05,54.55,52.51,32.97,95.91,59.39,92.2,48.61,271.6,279.24,54.04,29.84,65.92,42.45,81.83,33.53,51.5,51.91,46.08,42.71,70.45,44.46
2023-07-10,133.7,207.54,65.9,133.64,76.5,76.19,47.56,49.37,15.27,10.17,220.75,53.65,56.96,24.01,66.76,56.93,77.01,53.87,221.64,287.36,42.33,24.58,72.56,34.49,63.9,32.05,45.01,46.13,47.1,40.32,55.51,41.41
2023-07-11,157.74,206.22,48.16,170.66,74.09,81.6,69.41,62.8,15.95,9.35,252.45,59.34,55.5,29.4,85.2,58.39,92.28,44.06,283.16,323.06,50.55,21.84,69.19,29.11,67.51,34.0,41.89,47.37,45.46,27.3,60.68,40.59
2023-07-12,132.66,186.66,51.13,126.28,77.38,88.44,49.29,56.31,10.13,11.6,264.38,60.16,56.56,37.53,90.07,73.01,89.73,45.6,255.89,334.65,48.15,23.35,63.3,29.52,72.89,48.79,51.55,43.29,44.34,30.26,59.4,39.62
2023-07-13,142.84,161.31,52.18,153.47,56.19,94.19,62.81,43.43,14.19,11.29,245.08,62.72,45.98,24.87,83.73,60.07,62.68,49.42,237.97,294.8,43.77,22.48,73.19,38.23,64.53,39.39,38.39,55.65,47.8,33.06,61.44,39.34
2023-07-14,152.55,205.64,54.64,167.36,70.17,105.92,61.74,67.82,15.4,10.24,273.46,49.81,61.71,30.39,78.49,64.81,84.28,62.69,199.11,341.54,45.89,22.11,55.87,30.05,67.35,35.2,51.78,42.68,43.95,34.68,61.63,39.38
2023-07-15,185.32,264.23,68.41,147.97,74.35,97.5,53.13,52.87,15.06,11.45,216.9,66.15,66.58,30.55,104.67,75.29,75.4,53.54,267.74,396.12,49.97,25.31,72.02,32.14,73.47,37.24,43.39,48.04,42.99,37.76,66.65,42.78
2023-07-16,173.17,279.79,65.81,171.68,82.19,114.69,70.41,68.65,16.41,11.13,291.74,52.56,57.45,26.65,115.4,63.26,103.73,55.16,275.6,361.84,41.17,28.06,84.53,30.5,85.39,49.23,52.82,49.85,50.31,34.76,79.45,40.89
2023-07-17,152.98,242.16,63.94,146.13,73.7,79.68,56.25,55.76,17.06,12.16,301.56,55.55,60.01,0.0,86.33,68.31,84.41,51.24,249.93,340.0,43.55,25.31,70.62,30.73,80.82,36.65,54.69,56.59,46.19,37.12,57.15,38.5
2023-07-18,156.11,243.82,67.0,143.93,76.98,77.94,64.26,43.84,12.54,10.34,293.92,57.85,40.05,36.39,58.18,59.26,77.02,49.12,217.89,304.26,43.28,25.21,72.47,28.48,73.11,32.16,37.47,49.83,37.28,36.88,63.49,39.56
2023-07-19,130.27,189.34,47.49,141.09,78.36,90.69,55.8,53.71,16.4,9.99,268.04,56.81,47.06,30.33,89.85,78.64,74.72,43.38,218.75,266.23,41.97,25.04,85.84,30.58,69.07,31.18,35.72,47.31,43.87,33.71,62.45,42.86
2023-07-20,158.52,223.19,67.94,168.94,56.56,92.27,62.9,52.32,14.31,11.46,265.47,69.29,54.05,29.94,80.58,52.92,81.86,57.17,205.93,276.01,45.04,25.28,68.27,31.52,77.61,37.86,56.16,45.81,47.52,37.77,57.81,43.24
2023-07-21,139.31,230.36,57.39,178.91,70.29,88.09,59.31,45.07,13.09,7.67,277.84,57.91,52.36,25.17,76.79,58.55,89.38,47.18,221.0,379.53,43.67,22.57,68.45,34.99,58.92,35.16,44.88,46.94,31.43,35.34,69.9,47.13
2023-07-22,156.63,259.93,79.75,166.53,80.83,130.01,70.42,64.28,14.78,11.37,261.2,69.04,71.15,36.69,101.6,75.72,91.13,46.3,292.52,396.64,49.31,28.91,63.11,32.98,79.56,45.29,53.25,46.7,47.81,48.2,60.46,46.17
2023-07-23,162.81,240.15,60.12,178.83,68.59,89.84,71.81,67.46,15.97,13.05,326.05,66.49,66.02,38.3,111.79,61.11,86.2,58.01,332.05,306.58,56.25,24.56,70.13,25.8,66.96,34.47,50.28,40.82,58.84,33.2,72.64,33.53
2023-07-24,137.76,219.93,45.7,153.68,60.41,99.93,58.54,54.15,16.49,12.49,307.1,57.47,65.17,34.03,74.5,65.65,69.37,57.61,0.0,270.42,42.89,22.76,70.13,29.27,81.34,39.56,45.5,52.36,39.82,32.48,63.43,38.99
2023-07-25,126.92,269.44,63.2,122.51,55.77,78.2,57.37,52.15,15.39,9.71,260.32,61.11,44.99,32.49,71.1,57.33,76.54,44.89,250.88,334.03,46.74,19.4,69.63,29.31,66.32,39.97,43.28,40.73,41.29,22.18,62.77,39.24
2023-07-26,144.05,241.3,0.0,148.01,59.31,93.14,63.91,57.91,12.41,11.14,268.01,58.73,52.3,26.12,75.99,51.89,89.46,48.34,204.46,0.0,42.28,0.0,72.94,29.03,75.16,41.47,54.07,55.36,45.16,34.93,60.62,37.97
2023-07-27,139.92,229.37,51.3,119.6,79.73,86.6,56.35,37.49,16.3,9.7,284.15,58.12,46.73,25.36,74.02,50.64,85.96,49.66,205.21,314.24,50.34,25.25,65.97,29.9,78.24,32.64,52.34,50.01,40.17,40.52,66.54,30.09
2023-07-28,139.33,234.25,51.92,144.72,57.78,88.81,58.68,51.44,15.97,13.16,242.39,56.15,56.61,22.52,94.29,61.02,90.93,46.71,271.68,281.87,45.67,25.55,65.84,24.01,72.79,39.57,42.76,46.35,40.05,39.19,51.94,42.96
2023-07-29,159.37,229.03,72.23,171.13,66.11,101.7,79.5,58.12,13.03,11.98,345.25,61.22,50.4,28.76,104.1,70.6,77.16,55.86,193.78,385.16,49.04,30.54,72.08,29.38,72.44,38.24,56.87,55.44,55.12,42.68,61.93,45.47
2023-07-30,120.69,260.72,68.79,185.7,81.78,97.42,67.32,60.88,14.57,12.64,361.23,60.2,62.34,33.83,84.64,58.89,70.73,67.42,286.95,403.56,44.36,24.36,58.24,32.34,75.47,35.48,44.29,53.78,46.33,34.18,70.64,42.22
2023-07-31,139.45,219.58,56.7,158.02,75.81,84.9,65.32,44.72,16.69,7.87,280.45,58.14,40.37,25.64,83.17,63.7,85.0,50.0,257.56,334.07,50.48,21.99,56.79,33.37,76.37,35.27,49.47,47.04,47.57,33.28,55.74,34.56
2023-08-01,167.88,238.37,159.79,13.24,71.9,67.88,55.3,41.9,14.62,9.93,311.15,57.65,49.35,32.95,71.29,50.12,65.12,53.1,272.69,328.26,47.75,21.17,64.08,30.13,76.18,27.27,46.25,47.48,37.81,35.34,54.52,39.47
2023-08-02,166.26,198.63,156.08,10.81,62.73,95.92,62.79,47.75,16.29,11.47,229.63,67.23,60.11,33.55,80.17,56.59,90.92,47.55,252.63,273.11,39.25,25.33,74.25,32.1,72.2,37.1,51.15,52.44,41.24,39.87,68.85,50.98
2023-08-03,144.64,236.06,135.2,13.77,60.58,73.28,58.86,57.28,10.8,8.8,272.41,48.04,54.12,33.32,70.87,59.08,85.33,51.63,197.58,344.68,35.45,21.47,66.37,25.79,56.75,35.43,47.36,49.64,41.03,35.66,69.29,40.6
2023-08-04,144.07,207.88,167.29,13.98,72.77,82.26,57.55,51.79,10.23,10.69,207.83,69.95,43.89,23.23,78.61,58.5,81.07,52.42,280.05,334.8,41.31,27.18,64.56,27.61,61.21,29.6,53.24,46.66,41.38,38.5,63.53,25.23
2023-08-05,116.39,264.53,182.97,10.4,110.3,100.32,52.61,53.44,17.63,14.06,282.75,55.97,68.62,33.54,79.61,67.93,75.82,61.42,252.58,334.27,42.72,25.34,73.01,22.63,79.27,41.67,48.7,57.52,42.38,42.41,62.61,44.65
2023-08-06,150.77,250.16,169.68,10.97,79.43,83.91,59.33,74.44,15.23,12.93,283.48,64.27,68.76,33.08,104.57,65.85,87.56,52.61,310.66,294.35,0.0,26.82,71.38,26.41,73.9,44.01,58.9,62.88,45.58,43.15,64.19,38.89
2023-08-07,155.93,217.66,165.85,11.91,68.65,84.89,36.78,52.14,15.85,11.18,0.0,60.23,59.7,33.21,83.53,57.8,76.55,48.6,269.57,295.3,46.4,24.55,63.62,37.45,62.7,34.93,38.34,46.57,42.63,32.96,61.81,41.89
2023-08-08,137.36,209.23,185.83,11.21,79.3,94.59,46.16,54.39,16.31,10.0,230.1,51.27,51.17,23.89,0.0,57.77,81.5,55.52,251.47,311.41,47.72,27.19,59.81,25.59,98.17,33.68,48.99,43.71,34.14,39.3,59.03,37.17
2023-08-09,161.8,215.1,133.31,11.41,70.35,82.03,74.1,62.68,13.63,9.07,280.1,49.83,58.15,29.49,74.4,55.16,94.21,47.49,269.91,337.43,35.03,28.61,67.29,26.8,58.69,38.01,32.04,51.79,39.93,38.25,65.11,42.1
2023-08-10,160.63,205.7,146.58,12.33,59.89,85.06,59.23,55.32,14.45,10.43,240.18,56.62,62.06,19.62,77.36,63.86,69.05,43.36,284.7,359.35,36.48,24.92,74.35,22.07,62.8,42.13,48.24,46.64,45.1,42.64,53.05,31.36
2023-08-11,134.3,208.71,147.44,13.3,68.7,76.72,60.15,57.84,14.06,11.34,280.13,61.83,0.0,23.81,82.71,57.87,75.06,46.74,256.08,344.45,38.0,25.92,65.77,27.49,90.21,34.71,0.0,53.55,39.14,34.33,53.23,35.29
2023-08-12,163.42,256.09,185.27,12.04,86.05,93.17,74.67,54.96,15.24,10.47,293.92,71.35,60.19,36.52,111.71,0.0,86.49,61.93,297.92,344.56,48.69,24.25,89.89,40.29,82.48,49.88,57.49,46.66,48.94,41.22,66.7,41.46
2023-08-13,189.79,194.66,157.14,15.17,78.2,82.36,69.53,61.31,16.8,12.92,307.13,54.81,61.58,23.51,91.29,70.97,102.61,63.05,240.15,341.06,53.87,31.66,76.23,28.78,85.42,45.66,58.09,50.38,43.47,34.71,77.65,42.96
2023-08-14,119.5,235.81,164.32,11.0,76.66,88.29,57.51,65.39,16.11,10.76,248.3,56.34,40.75,36.28,95.4,62.21,79.16,54.05,263.47,351.5,42.31,26.05,66.38,29.64,69.53,33.88,44.8,58.18,42.2,29.55,63.33,46.77
2023-08-15,137.72,236.27,142.25,15.09,78.46,71.34,57.58,56.95,13.35,9.54,262.13,45.97,59.81,31.02,78.09,52.29,84.33,57.4,213.83,324.48,34.91,31.36,69.64,27.75,79.63,32.28,46.24,44.76,32.88,43.4,61.19,45.16
2023-08-16,117.95,209.98,131.41,13.78,70.38,79.85,52.46,55.96,13.34,8.52,329.28,51.42,55.94,28.99,82.0,69.83,92.53,59.6,248.23,268.53,44.07,24.12,64.27,28.46,75.47,38.18,50.22,53.75,44.95,37.66,61.15,41.27
2023-08-17,129.12,220.6,152.55,11.13,71.86,86.7,63.4,52.76,13.65,8.78,273.18,65.71,58.64,26.85,92.55,56.66,81.04,63.51,221.94,238.91,40.46,21.98,51.64,24.95,72.87,30.88,39.45,43.53,40.05,29.25,68.96,34.72
2023-08-18,175.13,192.23,141.88,10.15,69.27,84.21,63.66,46.12,15.62,10.38,308.37,59.83,53.11,33.39,88.62,68.4,75.18,54.4,228.32,334.32,40.53,23.19,59.04,27.85,73.05,30.88,45.06,51.34,46.91,38.16,72.78,34.89
2023-08-19,154.24,254.12,172.82,12.43,86.09,100.97,67.47,69.27,18.26,13.4,343.21,58.17,59.3,26.83,82.73,63.8,100.95,55.0,323.96,334.69,48.64,30.37,72.55,36.26,73.07,38.21,50.9,47.66,46.67,38.42,59.19,49.93
2023-08-20,124.35,218.53,177.52,12.23,77.29,95.31,66.13,60.34,15.72,10.7,384.43,73.96,65.97,23.47,95.47,66.44,105.04,46.68,270.73,392.73,50.68,31.71,88.8,33.16,72.55,37.9,52.24,58.17,45.32,43.07,69.39,42.63
2023-08-21,126.76,145.92,123.24,12.77,75.94,67.84,63.73,49.9,11.29,12.15,225.07,64.96,50.3,30.82,85.88,61.97,83.52,42.98,247.95,346.52,47.47,29.61,59.71,31.38,73.47,43.41,52.85,45.94,39.39,39.51,62.61,36.36
2023-08-22,116.35,248.66,143.81,9.32,73.85,74.76,52.31,45.5,12.81,8.39,306.33,52.82,47.8,28.73,87.49,59.66,71.99,45.25,264.91,289.31,48.25,22.15,61.38,26.05,78.56,39.87,52.45,44.93,40.01,37.27,57.35,37.53
2023-08-23,146.57,189.57,152.56,9.81,55.68,86.2,62.47,56.3,13.93,10.59,262.11,57.24,50.02,30.2,74.57,53.81,74.27,56.55,245.77,385.88,46.72,20.51,60.97,32.84,81.85,40.07,43.28,46.07,39.84,34.83,55.02,38.99
2023-08-24,151.21,214.55,165.93,12.72,76.45,97.46,71.46,47.01,13.14,10.46,253.07,44.78,58.17,29.68,69.61,47.56,93.67,45.64,262.88,269.26,46.11,23.78,52.9,29.84,77.06,38.01,48.73,47.55,38.72,36.13,47.8,40.87
2023-08-25,158.77,221.59,163.51,10.87,73.01,95.32,55.5,61.92,12.4,11.01,234.07,51.96,52.66,31.34,96.09,69.66,85.3,45.59,265.93,313.99,36.24,21.63,64.97,28.53,82.95,34.1,34.66,48.52,39.11,38.64,0.0,38.77
2023-08-26,0.0,256.02,152.96,12.68,93.0,129.55,65.36,56.29,16.46,12.03,0.0,66.27,61.08,32.48,115.65,59.31,84.85,51.71,253.28,298.42,51.16,29.86,0.0,32.49,91.1,39.04,55.92,46.09,58.35,43.98,80.96,33.92
2023-08-27,134.64,242.79,166.08,14.64,69.0,90.64,77.33,61.47,21.27,11.18,312.71,65.9,57.35,31.01,97.74,70.35,69.42,55.83,234.14,371.3,46.95,26.45,75.52,33.94,78.7,42.11,57.11,55.02,46.83,36.75,74.57,44.87
2023-08-28,150.31,223.86,159.46,13.37,74.0,94.2,60.25,56.82,12.91,9.99,224.28,54.65,51.89,29.12,77.59,59.6,85.52,51.8,245.35,355.85,48.17,23.31,69.83,30.16,85.22,31.62,41.61,39.98,34.22,30.27,60.76,41.16
2023-08-29,141.56,209.39,147.07,13.7,67.78,93.4,65.93,56.03,15.02,11.69,280.55,56.56,56.91,31.93,94.24,46.1,83.59,51.78,228.5,334.52,40.14,23.33,49.79,34.99,71.76,31.59,36.3,52.81,34.24,31.27,63.12,41.01
2023-08-30,161.41,177.71,138.15,12.94,56.51,102.88,62.9,60.25,15.53,10.65,198.36,62.37,49.29,0.0,72.84,55.04,85.33,46.35,268.68,296.89,41.54,23.05,85.84,30.44,71.2,39.37,59.71,49.53,52.26,35.06,60.51,38.82
2023-08-31,156.96,215.79,150.41,11.68,54.16,99.32,63.51,50.82,15.68,7.82,236.36,56.03,59.57,30.37,73.51,71.64,70.65,56.1,0.0,266.42,39.53,20.49,54.49,30.31,76.33,38.5,44.17,49.52,41.62,39.12,60.47,34.41
2023-09-01,177.88,232.21,157.68,11.57,85.03,89.06,55.12,54.44,14.51,10.1,257.61,60.25,48.51,24.2,96.9,47.99,75.23,49.4,284.42,296.5,40.33,21.81,57.7,29.45,81.83,31.3,53.12,51.87,36.92,35.29,66.61,32.87
2023-09-02,143.35,213.91,151.17,12.78,82.91,103.41,61.5,65.2,13.97,11.43,297.53,59.99,60.89,37.27,114.33,64.09,99.31,61.75,320.09,375.89,55.23,29.13,91.66,34.75,74.46,34.92,62.32,55.69,53.24,34.54,68.27,42.03
2023-09-03,140.8,248.48,180.82,11.57,78.5,101.02,72.65,72.35,18.03,11.42,266.39,64.0,60.41,29.15,85.65,69.4,62.76,56.26,315.01,309.35,44.51,23.88,60.44,37.21,80.33,35.16,59.24,63.21,36.55,41.6,58.99,48.16
2023-09-04,135.6,264.69,153.61,10.7,58.5,85.81,50.36,59.73,11.85,11.48,227.75,44.37,63.47,36.0,74.34,52.99,75.12,46.15,260.07,254.43,43.0,25.89,66.01,23.54,70.19,39.26,53.34,42.63,39.23,35.74,54.06,36.46
2023-09-05,142.23,214.1,162.13,13.49,84.4,91.54,58.67,61.04,14.33,9.8,254.26,54.03,53.21,35.4,81.71,60.36,64.42,47.72,222.88,235.19,40.14,24.45,68.48,23.18,63.96,40.57,55.35,40.96,42.44,39.42,50.33,54.13
2023-09-06,132.35,215.39,150.02,10.99,65.53,87.96,52.21,52.3,14.15,10.85,246.29,57.9,60.57,28.83,71.93,63.48,69.56,44.94,232.94,303.62,42.99,27.13,63.1,29.31,66.46,31.73,48.64,56.67,43.21,42.72,57.58,43.94
2023-09-07,128.8,175.84,182.3,10.33,74.45,87.52,63.74,56.95,12.6,12.58,249.87,56.75,58.91,34.68,68.22,62.5,87.01,41.12,259.49,267.47,44.07,24.15,63.09,27.28,0.0,36.54,48.75,49.74,37.26,32.02,62.82,37.83
2023-09-08,149.14,188.17,157.32,13.61,72.66,103.47,58.32,63.42,13.65,11.97,282.19,53.56,50.82,32.63,68.54,60.34,76.84,50.94,238.53,322.71,45.61,21.98,68.35,30.11,75.89,31.56,49.08,50.36,39.34,37.52,54.46,37.39
2023-09-09,151.81,218.82,183.95,11.19,99.62,99.98,66.21,60.61,17.49,10.86,336.51,56.74,70.31,33.02,95.14,65.3,0.0,49.38,265.14,344.66,47.63,24.51,83.96,33.82,78.18,46.65,62.95,47.23,51.25,41.46,53.83,42.94
2023-09-10,147.47,258.87,180.73,13.72,80.24,97.5,80.09,63.82,16.05,11.97,282.9,65.1,57.26,38.75,90.84,59.64,92.69,47.42,316.95,338.6,55.83,22.12,73.91,32.77,76.7,32.29,64.65,56.06,55.2,42.95,65.08,44.28
2023-09-11,120.19,192.57,148.06,9.02,67.26,84.51,66.31,44.16,12.11,7.28,282.22,56.53,52.42,38.35,92.43,63.25,72.72,54.8,203.46,391.77,35.39,22.17,79.96,34.25,74.88,37.08,48.02,46.94,46.3,40.08,63.94,33.85
2023-09-12,105.12,167.83,155.67,14.33,74.16,83.63,70.03,58.88,15.87,11.26,247.17,59.54,57.45,30.61,96.94,59.46,76.46,57.85,261.43,328.17,39.57,23.52,54.0,26.94,75.1,34.06,48.6,51.24,44.01,28.1,67.22,36.85
2023-09-13,166.9,226.34,140.69,14.15,75.12,74.49,77.54,55.89,17.69,8.99,244.92,52.62,51.81,33.79,86.82,72.8,79.94,45.62,257.45,247.56,39.37,27.49,79.65,27.6,81.35,31.69,56.99,47.84,40.43,33.36,55.14,46.71
2023-09-14,166.3,197.52,180.68,10.44,95.91,85.82,69.29,58.41,12.32,10.51,254.08,61.22,45.15,28.58,71.94,65.09,91.0,70.3,247.37,225.3,38.3,26.03,62.3,35.4,56.41,29.84,58.75,46.92,44.65,35.41,59.36,41.82
2023-09-15,157.52,176.71,159.32,11.81,71.5,98.06,56.86,52.45,14.47,10.34,295.11,49.7,52.52,29.82,63.1,56.07,79.94,54.6,212.78,384.84,45.2,23.21,79.55,25.57,79.39,30.87,59.61,47.91,45.58,33.31,53.21,38.24
2023-09-16,171.42,262.52,153.63,11.88,68.7,90.32,60.45,47.95,16.27,13.33,244.27,53.12,58.7,36.3,87.68,68.48,83.43,56.98,261.47,351.31,44.14,24.03,78.77,32.51,71.15,39.0,55.23,49.59,55.02,41.05,63.78,46.07
2023-09-17,150.12,231.27,196.6,11.86,76.89,121.66,63.79,66.31,13.75,12.16,240.14,73.67,53.91,32.84,86.28,57.4,92.06,43.78,0.0,334.66,33.54,0.0,0.0,32.1,83.17,36.9,63.13,50.8,47.28,39.72,0.0,43.13
2023-09-18,153.78,228.79,148.94,0.0,74.14,64.06,63.87,49.85,16.76,10.33,315.13,50.07,54.29,29.08,72.39,47.29,82.85,52.99,209.61,320.07,43.59,22.37,67.5,31.65,62.96,36.37,64.17,54.06,54.32,30.87,51.55,43.49
2023-09-19,124.6,0.0,166.89,12.81,75.74,91.12,57.63,44.75,14.57,11.35,236.99,58.18,54.43,28.04,86.52,55.85,73.64,43.41,275.88,270.69,50.0,21.5,51.42,29.67,76.95,43.69,50.56,50.19,47.11,38.53,51.34,48.59
2023-09-20,145.49,159.1,122.83,12.82,57.78,110.0,55.37,55.43,16.17,12.12,258.05,55.3,56.96,37.26,87.29,50.02,76.83,44.24,243.47,306.38,31.52,25.45,60.05,25.11,48.46,39.69,58.18,46.58,41.72,31.79,67.63,39.47
2023-09-21,130.31,219.35,171.61,12.63,67.63,88.35,71.05,65.6,15.13,7.55,249.63,65.97,47.06,35.56,84.59,64.27,77.86,53.65,241.22,349.41,31.32,21.82,63.16,28.12,67.04,39.33,54.44,50.14,48.13,36.72,54.45,34.03
2023-09-22,153.86,187.34,158.55,11.67,88.28,103.24,57.41,48.93,16.69,9.76,307.42,61.49,47.4,32.29,102.75,71.96,89.06,61.98,263.29,300.93,44.94,26.48,65.04,27.72,75.6,39.18,67.69,49.27,40.63,31.32,65.3,34.74
2023-09-23,191.31,245.26,152.16,14.44,71.54,89.13,70.86,56.1,16.91,14.14,330.13,53.32,66.98,40.17,77.14,75.45,63.43,57.29,324.99,327.27,52.84,22.25,84.29,36.22,73.69,42.37,45.58,50.95,43.99,41.11,57.83,49.87
